id,title,author
Q101541447,"""Tragic Erotic"": images of the imperial family during the First World War",Boris Kolonitsky
Q101541665,Conspirator: Lenin in Exile,Helen Rappaport
Q101567236,Selections from the Spectator,Joseph Addison
Q101567236,Selections from the Spectator,Richard Steele
Q101580103,The Shadow Of Arms,Hwang Sok-yong
Q101605442,True Love: A Story of English Domestic Life,Sarah E. Farro
Q101633873,Fighting for Life,Sara Josephine Baker
Q101652553,Moscow Prime Time: How the Soviet Union Built the Media Empire That Lost the Cultural Cold War,Kristin Roth-Ey
Q101660411,The Psychedelic Journey of Marlene Dobkin de Rios,Marlene Dobkin de Rios
Q101717966,Fifty Years in Theatrical Management,Michael B. Leavitt
Q101797015,The Angel of the Crows,Sarah Monette
Q10185150,宋元學案,Huang Zongxi
Q101886999,"Wood, John A., 1932- Meteorites and the origin of planets",John A. Wood
Q1019102,The Bear and the Gardener,Jean de La Fontaine
Q101983220,Responding to Chekhov: The Journey of a Lifetime,Harvey Pitcher
Q101992993,Kremlin Winter: Russia and the Second Coming of Vladimir Putin,Robert Service
Q101994951,The Holocaust Object in Polish and Polish‐Jewish Culture,Bożena Shallcross
Q102007772,The Carpathian Diaspora: The Jews of Subcarpathian Rus’ and Mukachevo,Yeshayahu A. Jelinek
Q102009771,Language and National Identity: Rusyns South of Carpathians,Anna Plišková
Q102013298,Committing Community: Carpatho-Rusyn Studies as an Emerging Scholarly Discipline,Elaine Rusinko
Q102031727,Suburban train,Aldo Rosales Velázquez
Q102033522,Lenin,Lars T. Lih
Q102035785,Chiang Kaishek's Last Ambassador to Moscow: The Wartime Diaries of Fu Bingchang,Yee Wah Foo
Q102045824,The Strongman: Vladimir Putin and the Struggle for Russia,Angus Roxburgh
Q102046088,Mr Putin: Operative in the Kremlin,Fiona Hill
Q102046088,Mr Putin: Operative in the Kremlin,Clifford G. Gaddy
Q102046136,"Can Russia Modernise?: ‘Sistema’, Power Networks and Informal Governance",Alena V. Ledeneva
Q102048115,Fjärilsvägen,Patrik Lundberg
Q102050161,Fragile Empire: How Russia Fell in and out of Love with Vladimir Putin,Ben Judah
Q102066659,"Russia: A 1,000-Year Chronicle of the Wild East",Martin Sixsmith
Q102066743,Afgantsy: The Russians in Afghanistan 1979-89,Rodric Braithwaite
Q102068140,A Long Goodbye: The Soviet Withdrawal from Afghanistan,Artemy Kalinovsky
Q102070055,Akata Warrior,Nnedi Okorafor
Q102076633,Sprawl & politics: the inside story of smart growth in Maryland,John W. Frece
Q102079229,Hurricane Child,Kacen Callender
Q102104602,Thucydides and Herodotus,Donald Lateiner
Q102113933,Courtly Encounters: Translating Courtliness and Violence in Early Modern Eurasia,Sanjay Subrahmanyam
Q102123605,Jews: The Making of a Diaspora People,Irving M. Zeitlin
Q102123757,Historical Battles 2000-2011,Paweł Machcewicz
Q102125341,King and the Dragonflies,Kacen Callender
Q102126871,Queen of the Conquered,Kacen Callender
Q102128144,The Hero's Part,Andrea Marcolongo
Q102156135,A History of Women in Russia: From Earliest Times to the Present,Barbara Evans Clements
Q102157273,Poltava 1709: The Battle and the Myth,Serhii Plokhy
Q102163506,"Liberals under Autocracy: Modernization and Civil Society in Russia, 1866–1904",Anton Fedyashin
Q102183440,"The Provincial “Counter-revolution”: The White Movement and Civil War in the Russian North, 1917–1920",Liudmila Novikova
Q102183914,"Arabian Nights Entertainments, revised for Young Readers",Edwin O. Chambers
Q102185407,"Stalin's Commandos: Ukrainian Partisan Formations, 1941-1944",Aleksandr Gogun
Q102186902,Poems from the Río Grande,Rudolfo Anaya
Q102188442,The man who could fly and other stories,Rudolfo Anaya
Q102192294,The Drive on Moscow 1941: Operation Taifun and Germany's First Great Crisis in World War II,Niklas Zetterling
Q102192567,"The Rzhev Slaughterhouse: The Red Army's Forgotten 15-Month Campaign against Army Group Center, 1942–1943",Svetlana Aleksandrovna Gerasimova
Q102192631,"To the Gates of Stalingrad: Soviet-German Combat Operations, April–August 1942",Jonathan House
Q102192631,"To the Gates of Stalingrad: Soviet-German Combat Operations, April–August 1942",David Glantz
Q102192742,The Defense of Moscow 1941: The Northern Flank,Jack Radey
Q102194808,Le viste la cara a Dios,Gabriela Cabezón Cámara
Q102208163,Der deutsche Krieg im Osten 1941. Facetten einer Grenzüberschreitung,Christian Hartmann
Q102208163,Der deutsche Krieg im Osten 1941. Facetten einer Grenzüberschreitung,Dieter Pohl
Q102208163,Der deutsche Krieg im Osten 1941. Facetten einer Grenzüberschreitung,Johannes Hürter
Q102208163,Der deutsche Krieg im Osten 1941. Facetten einer Grenzüberschreitung,Peter Lieb
Q102212579,The Prehistory of the Silk Road,Elena Efimovna Kuzmina
Q102225760,"Power and Plenty: Trade, War, and the World Economy in the Second Millennium",Kevin O'Rourke
Q102225760,"Power and Plenty: Trade, War, and the World Economy in the Second Millennium",Ronald Findlay
Q102230516,"The British Defence of Egypt, 1935–1940",Steven Morewood
Q102234819,"The House of Sothern, and Miss Julia Marlowe",Austin Brereton
Q102238222,The Snowball Effect,Katherine MacLean
Q102242194,A Man Lies Dreaming,Lavie Tidhar
Q102242521,Prott,Margaret St. Clair
Q102249556,Wheel of Fortune: The Battle for Oil and Power in Russia,Thane Gustafson
Q102256923,carmina,Avitus of Vienne
Q102258147,"Capital, Coercion, and Crime: Bossism in the Philippines",John Sidel
Q102268760,Let Me Live in a House,Chad Oliver
Q102273705,Grandpa,James H. Schmitz
Q102277362,The Religious Factor in Russia's Foreign Policy,Alicja Curanović
Q102286120,The Failure of Political Islam,Olivier Roy
Q102290034,Six Selections from Irving's Sketch-book,Washington Irving
Q102293120,Pluto: A Wonder Story,Raquel J. Palacio
Q102296719,Lettere a Fiammadoro,Margherita Besozzi di Castelbarco
Q102296719,Lettere a Fiammadoro,Gabriele D'Annunzio
Q102303166,Geography Militant: Cultures of Exploration and Empire,Felix Driver
Q102312790,Stranger Station,Damon Knight
Q102328249,Decolonisation and Criticism: The Construction of Irish Literature,Gerry Smyth
Q102337153,Find the Director and Other Hitchcock Games,Thomas Leitch
Q1023470,Sahih al-Bukhari,Muhammad al-Bukhari
Q102351078,The End of the Certain World,Nancy Thorndike Greenspan
Q102352531,East of Ealing,Robert Rankin
Q102358872,"Northman: John Hewitt (1907–1987): An Irish Writer, His World, and His Times",Hugh Maxton
Q102362227,Biographical Dictionary of American Music,Charles Eugene Claghorn
Q102368440,Riot and Great Anger: Stage Censorship in Twentieth-Century Ireland,Joan Fitzpatrick Dean
Q102391601,A Short History of Irish Literature,Seamus Deane
Q102392671,Mission du Japon pour l'observation du passage de Vénus,Pierre Janssen
Q102393304,"Lady Gregory's Diaries, 1892–1902","Augusta, Lady Gregory"
Q102393304,"Lady Gregory's Diaries, 1892–1902",Isabella Augusta Gregory
Q102397207,Revising Wilde: Society and Subversion in the Plays of Oscar Wilde,Sos Eltis
Q102397856,Irish Literary Magazines: An Outline History and Descriptive Bibliography,Tom Clyde
Q102399187,Hitch: The Life and Times of Alfred Hitchcock,John Russell Taylor
Q102402343,Deutsche Frauen der Feder,Sophie Pataky
Q102404857,The Eye of Zoltar,Jasper Fforde
Q102405275,Secondhand Souls,Christopher Moore
Q102405567,The Serpent of Venice,Christopher Moore
Q102405569,Shakespeare for Squirrels,Christopher Moore
Q102405749,Sacré Bleu,Christopher Moore
Q102405750,Noir,Christopher Moore
Q102408208,The Kingdom,Jo Nesbø
Q102408478,Big Sky,Kate Atkinson
Q102409689,De familiis Romanis,Marcus Valerius Messalla Rufus
Q102410017,De auspiciis,Marcus Valerius Messalla Rufus
Q102413344,De vita sua,Publius Rutilius Rufus
Q102413508,Miñan,Ibrahima Balde
Q102413508,Miñan,Amets Arzallus
Q102414473,Untimely Thoughts,Maxim Gorki
Q102414473,Untimely Thoughts,Maxim Gorky
Q102417131,Lo que Natalia no sabe,Cecilia Curbelo
Q102422302,Flying Tire,Jun Ikeido
Q102422436,The Living Stream: Literature & Revisionism in Ireland,Edna Longley
Q102427001,An American sunrise : poems,Joy Harjo
Q102427187,Biographien der österreichischen Dichterinnen und Schriftstellerinnen,Marianne Nigg
Q102429270,Mémoires de Garibaldi,Giuseppe Garibaldi
Q102430300,Triumphus Hydruntinus,Marco Probo Mariano
Q102433546,palliatae,Turpilius
Q102433754,Annales,Valerius Antias
Q102434079,De vita sua,Marcus Aemilius Scaurus
Q102434136,De silvestribus arboribus,Gaius Oppius
Q102434231,Atellanae,Mummius
Q102434313,Antibucolica,Numitorius
Q102440170,Sector General,James White
Q102440675,De animalibus,Gnaeus Pompeius Trogus
Q102440709,The Success Acquifer,Omar Choudhury
Q102441125,"Conceive, Believe, Achieve",David Imonitie
Q102535768,The Modern Traveller to the Early Irish Church,Kathleen Hughes
Q102535768,The Modern Traveller to the Early Irish Church,Ann Hamlin
Q102536294,Poetic Prose / William S. Walsh,William S. Walsh
Q10261744,Crisálidas,Joaquim Maria Machado de Assis
Q10262050,Crônica da casa assassinada,Lúcio Cardoso
Q10263157,Céu Vazio,Lila Ripoll
Q10263643,About the Works that lack the City of Lisbon,Francisco de Holanda
Q10263869,Dancer from the Dance,Andrew Holleran
Q10264507,De Génio e Louco Todo Mundo Tem um Pouco,Augusto Cury
Q102647305,"W. B. Yeats: A Life, Volume II: The Arch-Poet, 1915–1939",R. F. Foster
Q1026474,The Full Cupboard of Life,Alexander McCall Smith
Q102655133,"W. B. Yeats: A Life, Volume I: The Apprentice Mage, 1865–1914",R. F. Foster
Q10266127,Dicionário do folclore brasileiro,Luís da Câmara Cascudo
Q10268542,Doze Casamentos Felizes,Camilo Castelo Branco
Q10268914,True History: An Account of Cannibal Captivity in Brazil,Hans Staden
Q10273161,Entre a Terra e o Céu,Chico Xavier
Q10273207,Envoy to New Worlds,Keith Laumer
Q10273497,The Age of Capital: 1848–1875,Eric Hobsbawm
Q10273507,Eragon's Guide to Alagaësia,Christopher Paolini
Q10274218,Esaú e Jacó,Joaquim Maria Machado de Assis
Q1027434,My Companions in the Bleak House,Eva Kantůrková
Q102761182,Vi ses i Song My,P. C. Jersild
Q10276595,Rogue Star,Frederik Pohl
Q10276595,Rogue Star,Jack Williamson
Q10277902,I Want it All!,Cecily von Ziegesar
Q10278261,"Eurico, the Presbyter",Alexandre Herculano
Q10279489,Handsome Suits,Osamu Suzuki
Q10282627,First Step 2 Forever: My Story,Justin Bieber
Q10282989,Fluviais,José Leon Machado
Q10283121,Flâmulas,Alceu de Freitas Wamosy
Q10283228,Folhas Caidas,Almeida Garrett
Q10283456,Form and Substance in Religions,Frithjof Schuon
Q10283484,Formação econômica do Brasil,Celso Furtado
Q102856945,The Genius of Alexander the Great,N. G. L. Hammond
Q10285895,Frei Luís de Sousa,Almeida Garrett
Q102860234,"The Business of Abolishing the British Slave Trade, 1783-1807",Judith Jennings
Q102861202,"The Long Affair: Thomas Jefferson and the French Revolution, 1785–1800",Conor Cruise O'Brien
Q102867116,"The First World War: Germany and Austria-Hungary, 1914–1918",Holger H. Herwig
Q102868621,Zionist culture and West European Jewry before the First World War,Michael Berkowitz
Q102873007,"Lyndon Johnson's War: America's Cold War Crusade in Vietnam, 1945–1968",Michael H. Hunt
Q10287984,The Vanishing Face of Gaia: A Final Warning,James Lovelock
Q10288350,Gargantua,François Rabelais
Q102901711,Unconventional Warfare: Rebuilding U.S. Special Operations Forces,Susan L. Marquis
Q10290391,Gold Comes in Bricks,Erle Stanley Gardner
Q10290708,Gossip Girl,Cecily von Ziegesar
Q102922470,Sermo de Sancto Georgio,Zacharias episcopus ignotae sedis
Q10293062,GURPS Supers,Loyd Blankenship
Q102951790,A People's History of the American Revolution,Ray Raphael
Q10296217,La puta de Babilonia,Fernando Vallejo
Q102966551,De situ terrae sanctae,Theodosius
Q10297269,Huizhu Lu,Wang Mingqing
Q10297612,História do Mundo para as Crianças,Monteiro Lobato
Q10297627,Adventure of Chess,Edward Lasker
Q10297933,Holy Wood,Marilyn Manson
Q10297993,"Men of a Single Book: Fundamentalism in Islam, Christianity, and Modern Thought",Mateus Soares de Azevedo
Q10298644,House of Sand and Fog,Andre Dubus III
Q10299132,Há uma Gota de Sangue em Cada Poema,Mário de Andrade
Q102992345,Pelt,Carol Emshwiller
Q10300612,Wenming Xiaoshi,Li Boyuan
Q103011128,Un año sin amor,Pablo Pérez
Q10301815,In Nomine Dei,José Saramago
Q10302190,Flight of the Eagle,Per Olof Sundman
Q10303294,Xin Zhongguo weilai ji,Liang Qichao
Q10303770,Isaac Asimov's Book of Facts,Isaac Asimov
Q1030518,Sun Bin's Art of War,Sun Bin
Q103052926,The Planet with Seven Masks,Gérard Klein
Q10306884,Jewels,Danielle Steel
Q103081851,"Saving the Media: Capitalism, Crowdfunding, and Democracy",Julia Cagé
Q10310172,Silent Plays,Li Yu
Q10313158,Just for the Record,Geri Halliwell
Q10314931,Analysis of the game of chess,François-André Danican Philidor
Q10316320,Japanese Homes and Their Surroundings,Edward S. Morse
Q10317153,An Unofficial History of Beijing,Zhang Henshui
Q103174919,A poetry of remembrance : new and rejected works,Levi Romero
Q10317865,De moribus hominum et officiis nobilium super ludo scaccorum,Jacobus de Cessolis
Q1031831,The White Rose,B. Traven
Q10319371,Book of Fortresses,Duarte de Armas
Q10320327,Pu Fa Zhan Ji,Wang Tao
Q10321103,Luuanda,Luandino Vieira
Q10322561,Iran Awakening: A Memoir of Revolution and Hope,Shirin Ebadi
Q10322956,The Fateful Triangle,Noam Chomsky
Q10323906,The Inquisitors' Manual,António Lobo Antunes
Q103271639,Brevis introductio ad dictamen,Giovanni di Bonandrea
Q10328594,Memórias Sentimentais de João Miramar,Oswald de Andrade
Q103285999,de rosis nascentibus,authors of Appendix Vergiliana
Q10328663,Niña Bonita,Ana Maria Machado
Q1032897,Shinchō kōki,Ōta Gyūichi
Q1032933,Candelaio,Giordano Bruno
Q10330288,Minha formação,Joaquim Nabuco
Q1033105,Dead Stars,Jean-Claude Dunyach
Q10332288,Morbus,Joaquim José de Faria Neves Sobrinho
Q10332947,Mr. Blettsworthy on Rampole Island,H. G. Wells
Q103357184,The Monster,Gérard Klein
Q10335839,Coasting,Jorge Amado
Q10335895,Creole,José Eduardo Agualusa
Q10336672,"Niagara Falls, or Does It?",Henry Winkler
Q10336672,"Niagara Falls, or Does It?",Lin Oliver
Q10337921,New Portuguese Letters,Maria Isabel Barreno
Q10338664,The ABC of Communism,Yevgeni Preobrazhensky
Q10338664,The ABC of Communism,Nikolai Bukharin
Q10338723,The Year of 1993,José Saramago
Q10338793,O Cabeleira,Franklin Távora
Q10338979,The Code of Intelligence,Augusto Cury
Q10339082,O Escaravelho do Diabo,Lúcia Machado de Almeida
Q10339137,O Feijão e o Sonho,Orígenes Lessa
Q10339145,The Eternal Son,Cristóvão Tezza
Q10339147,Son of the Shadows,Juliet Marillier
Q10339217,O Guerreiro Decapitado,José Leon Machado
Q10339397,O Menino Maluquinho,Ziraldo Alves Pinto
Q10339432,O Minotauro,Monteiro Lobato
Q10339438,The Mystery of the Sintra Road,Ramalho Ortigão
Q10339438,The Mystery of the Sintra Road,José Maria de Eça de Queiroz
Q10339573,O Picapau Amarelo,Monteiro Lobato
Q10339695,O Rapto do Garoto de Ouro,Marcos Rey
Q10339728,O Retrato de Ricardina,Camilo Castelo Branco
Q10339780,O Seminarista,Bernardo Guimarães
Q10339785,O Senhor Embaixador,Erico Verissimo
Q10339852,Temple of Terror,Ian Livingstone
Q10339922,The Book of Chameleons,José Eduardo Agualusa
Q10339923,The Dreamseller,Augusto Cury
Q10339940,O Voo da Madrugada,Sérgio Sant'Anna
Q10339946,A Samba for Sherlock,Jô Soares
Q10340056,Obreiros da Vida Eterna,Chico Xavier
Q10340129,Ocidentais,Joaquim Maria Machado de Assis
Q10340233,Odes Modernas,Antero de Quental
Q10340959,Onde Tem Bruxa Tem Fada,Bartolomeu Campos de Queirós
Q10341275,Orchidaceae Brasilienses,Fritz Dungs
Q103417266,The Waves,Silvina Ocampo
Q10341893,Os Cangaceiros,Maria Isaura Pereira de Queiroz
Q10341946,Os Escravos,Castro Alves
Q10341988,Star Man,Stuart J. Byrne
Q10342701,Egg Monsters From Mars,R. L. Stine
Q10342817,Ozoplaning with the Wizard of Oz,Ruth Plumly Thompson
Q103429905,Keats and the Mirror of Art,Ian Jack
Q10344191,Panic,Jeff Abbott
Q103467609,Jannat qidirganlar,Shuḣrat
Q10347133,Pedagogy of Autonomy,Paulo Freire
Q10347925,The Flame of Olympus,Kate O'Hearn
Q103482972,Thematic Origins of Scientific Thought,Gerald Holton
Q10348513,Percy Jackson & the Olympians: The Ultimate Guide,Rick Riordan
Q103490578,The Crayon Miscellany,Washington Irving
Q103492687,A Tour on the Praries,Washington Irving
Q10349633,Picoverse,Robert A. Metzger
Q103499923,The Secret of the Crooked Cat,Michael Collins
Q10350764,Poison,Chris Wooding
Q10351063,Sexual Politics,Kate Millett
Q1035138,Captains Courageous,Rudyard Kipling
Q10354445,B.E.A.S.T.,Charles Eric Maine
Q10354447,Project Pope,Clifford D. Simak
Q10355802,Quaderna,João Cabral de Melo Neto
Q10357745,Raízes do Brasil,Sérgio Buarque de Holanda
Q10358971,Nose Reigns,Monteiro Lobato
Q103611266,Russian Foreign Policy in the 21st Century,Roger Kanet
Q103623505,The Bard's Blade,Brian D. Anderson
Q103629561,"Saving the Media: Capitalism, Crowdfunding, and Democracy",Julia Cagé
Q10364688,Rota 66,Caco Barcellos
Q10369369,Seetee Shock,Jack Williamson
Q10369954,Seminário dos Ratos,Lygia Fagundes Telles
Q10370041,Senhorita,José de Alencar
Q10370799,Seven Little Monsters,Maurice Sendak
Q10370898,Shit My Dad Says,Justin Halpern
Q103709982,Plenitude,William W. Mohler
Q10371468,Silence,Edgar Allan Poe
Q10371726,A Dream of Spring,George R. R. Martin
Q10372288,Size 12 is Not Fat,Meg Cabot
Q103726569,Invisible Armies: An Epic History of Guerrilla Warfare from Ancient Times to the Present,Max Boot
Q10372834,Risk Society,Ulrich Beck
Q10374276,Strange Angels,Kathe Koja
Q10374276,Strange Angels,Lilith Saintcrow
Q103744464,The Making of the First World War,Ian Beckett
Q10375721,São Jorge dos Ilhéus,Jorge Amado
Q103759223,Jannatga yoʻl,Abdulla Oripov
Q10376561,It Had to Be You,Cecily von Ziegesar
Q1037821,Cantong qi,Wei Boyang
Q103791160,For Colored Girls Who Have Considered Politics,Donna Brazile
Q103791160,For Colored Girls Who Have Considered Politics,Veronica Chambers
